127.0.0.1 - - [22/Mar/2014:00:36:58 -0430] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/jsp/index.jsp HTTP/1.1" 200 5287
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/css/index.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/js/utils/cookies.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/js/utils/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/js/plantillas/idioma_pais.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:10 -0430] "GET /catalogo_productos_consola/js/ajax/llenar_cmb_grupo_equipos_ajax.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:11 -0430] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 200 691
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 200 539
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/css/index.css HTTP/1.1" 200 363
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/utils/utils.js HTTP/1.1" 200 2471
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/utils/cookies.js HTTP/1.1" 200 1576
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/plantillas/idioma_pais.js HTTP/1.1" 200 358
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 200 472
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/ajax/llenar_cmb_grupo_equipos_ajax.js HTTP/1.1" 200 3885
127.0.0.1 - - [22/Mar/2014:00:37:19 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 200 472
127.0.0.1 - - [22/Mar/2014:00:37:30 -0430] "GET /catalogo_productos_consola/LlenarCmbGrupoEquipoServlet?t=1395464850&usuario=admin&clave=12345678 HTTP/1.1" 200 54
127.0.0.1 - - [22/Mar/2014:00:37:32 -0430] "POST /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:37:32 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:37:32 -0430] "GET /catalogo_productos_consola/css/plantillas/botonera_principal.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:32 -0430] "GET /catalogo_productos_consola/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:32 -0430] "GET /catalogo_productos_consola/js/ajax/set_idioma_pais_ajax.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:37:39 -0430] "GET /catalogo_productos_consola/jsp/index.jsp HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:37:39 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:37:45 -0430] "GET /catalogo_productos_consola/jsp/index.jsp HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:37:45 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:37:48 -0430] "GET /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:37:48 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:37:56 -0430] "GET /catalogo_productos_consola/jsp/homr.jsp?exito=sesion_cerrada HTTP/1.1" 404 1029
127.0.0.1 - - [22/Mar/2014:00:38:01 -0430] "GET /catalogo_productos_consola/jsp/home.jsp?exito=sesion_cerrada HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:38:01 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?error=expira_sesion HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:52:28 -0430] "GET /catalogo_productos_consola/LlenarCmbGrupoEquipoServlet?t=1395465748&usuario=admin&clave=12345678 HTTP/1.1" 200 54
127.0.0.1 - - [22/Mar/2014:00:52:33 -0430] "POST /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:52:33 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/SetIdiomaPaisServlet?t=1395465781&idioma_pais=es_VE HTTP/1.1" 200 29
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4868
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/css/plantillas/botonera_principal.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/utils/cookies.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/ajax/set_idioma_pais_ajax.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/plantillas/idioma_pais.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/utils/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:01 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:53:05 -0430] "GET /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:53:05 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:53:12 -0430] "GET /catalogo_productos_consola/LlenarCmbGrupoEquipoServlet?t=1395465792&usuario=admin&clave=12345678 HTTP/1.1" 200 54
127.0.0.1 - - [22/Mar/2014:00:53:14 -0430] "POST /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:53:14 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:56:10 -0430] "GET /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:56:10 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:56:27 -0430] "GET /catalogo_productos_consola/LlenarCmbGrupoEquipoServlet?t=1395465987&usuario=admin&clave=12345678 HTTP/1.1" 200 54
127.0.0.1 - - [22/Mar/2014:00:56:31 -0430] "POST /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:56:31 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/SetIdiomaPaisServlet?t=1395465999&idioma_pais=es_VE HTTP/1.1" 200 29
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4868
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/utils/cookies.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/css/plantillas/botonera_principal.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/utils/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/plantillas/idioma_pais.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/ajax/set_idioma_pais_ajax.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:39 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:56:44 -0430] "GET /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:56:44 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:00:57:01 -0430] "GET /catalogo_productos_consola/LlenarCmbGrupoEquipoServlet?t=1395466021&usuario=admin&clave=12345678 HTTP/1.1" 200 54
127.0.0.1 - - [22/Mar/2014:00:57:03 -0430] "POST /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:57:03 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4787
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/SetIdiomaPaisServlet?t=1395466028&idioma_pais=es_VE HTTP/1.1" 200 29
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/jsp/home.jsp HTTP/1.1" 200 4868
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/css/home.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/utils/utils.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/plantillas/idioma_pais.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/utils/cookies.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/ajax/set_idioma_pais_ajax.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/css/plantillas/botonera_principal.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:08 -0430] "GET /catalogo_productos_consola/js/index.js HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:00:57:13 -0430] "GET /catalogo_productos_consola/AutenticarUsuarioServlet HTTP/1.1" 302 -
127.0.0.1 - - [22/Mar/2014:00:57:13 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:01:01:48 -0430] "GET /catalogo_productos_consola/jsp/index.jsp?exito=sesion_cerrada HTTP/1.1" 200 5347
127.0.0.1 - - [22/Mar/2014:01:01:48 -0430] "GET /catalogo_productos_consola/css/plantillas/encabezado.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:01:01:48 -0430] "GET /catalogo_productos_consola/css/index.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Mar/2014:01:01:48 -0430] "GET /catalogo_productos_consola/css/utils/errores.css HTTP/1.1" 304 -
